source,stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw
vicon,1776726689,294272480,5.27108,-0.0369393,0.293444,0.00390473,-0.00115262,0.00428119,0.999983
vicon,1776726689,327559275,5.27114,-0.0368736,0.293447,0.00449293,-0.00121054,0.00413667,0.999981
vicon,1776726689,360552271,5.2711,-0.036882,0.293437,0.00457142,-0.00128536,0.00430479,0.999979
vicon,1776726689,393116362,5.2711,-0.036874,0.293423,0.00437943,-0.00124175,0.00427628,0.99998
vicon,1776726689,426143215,5.27112,-0.0368699,0.293395,0.00446969,-0.00123036,0.004206,0.99998
vicon,1776726689,459166004,5.27111,-0.0369548,0.293441,0.00388539,-0.000958106,0.00414176,0.999983
vicon,1776726689,492774566,5.27111,-0.0368541,0.293437,0.00450198,-0.00118569,0.00417033,0.99998
vicon,1776726689,525186238,5.27113,-0.036867,0.293403,0.00475594,-0.00140585,0.00429139,0.999978
vicon,1776726689,558441704,5.27113,-0.0368623,0.293409,0.00450835,-0.00144875,0.00421307,0.99998
vicon,1776726689,591644465,5.27111,-0.0369515,0.29343,0.00352337,-0.00106286,0.00416457,0.999985
vicon,1776726689,624520914,5.27113,-0.0368889,0.2934,0.00434616,-0.00142759,0.00419683,0.999981
vicon,1776726689,657629305,5.27108,-0.0368654,0.293403,0.00444349,-0.00139541,0.00413653,0.999981
vicon,1776726689,690584925,5.27112,-0.0368811,0.293405,0.00456256,-0.001392,0.0041697,0.99998
vicon,1776726689,723591617,5.27108,-0.0369503,0.293427,0.00378565,-0.00102574,0.00415169,0.999984
vicon,1776726689,756172349,5.27108,-0.036927,0.29345,0.00373264,-0.00114555,0.00411451,0.999984
vicon,1776726689,793099990,5.27109,-0.0368637,0.293424,0.00465627,-0.00135663,0.00428777,0.999979
vicon,1776726689,822494189,5.27111,-0.0368876,0.293416,0.0044276,-0.00124427,0.00421905,0.999981
vicon,1776726689,855695958,5.2711,-0.0368451,0.293432,0.00436305,-0.00123855,0.00419203,0.999981
vicon,1776726689,888298674,5.2711,-0.0368678,0.293415,0.00452301,-0.00131493,0.00423793,0.99998
vicon,1776726689,921391032,5.27109,-0.0369679,0.293455,0.00343844,-0.000952212,0.00425563,0.999985
vicon,1776726689,954195512,5.27109,-0.0369503,0.293418,0.00392538,-0.00101241,0.00420033,0.999983
vicon,1776726689,988107760,5.2711,-0.0368436,0.293412,0.00450859,-0.00126818,0.00423585,0.99998
vicon,1776726690,20605034,5.2711,-0.0368802,0.293437,0.00452359,-0.00107534,0.00422644,0.99998
vicon,1776726690,53590926,5.27113,-0.0368984,0.293392,0.00449702,-0.0013697,0.0042261,0.99998
vicon,1776726690,86504848,5.2711,-0.0368849,0.293425,0.0046688,-0.00122256,0.00431764,0.999979
vicon,1776726690,119668440,5.27107,-0.0369137,0.293465,0.00358118,-0.00101381,0.00407264,0.999985
vicon,1776726690,152939938,5.27109,-0.0368746,0.293424,0.00458899,-0.00126207,0.00426431,0.99998
vicon,1776726690,185628736,5.2711,-0.0368699,0.293411,0.00448522,-0.00129228,0.00426607,0.99998
vicon,1776726690,218405759,5.27108,-0.036859,0.293415,0.00451584,-0.0013182,0.00429735,0.99998
vicon,1776726690,251504518,5.27105,-0.0369272,0.293436,0.00397269,-0.001214,0.00418575,0.999983
vicon,1776726690,284455529,5.27107,-0.0369264,0.293447,0.00393977,-0.00103837,0.00416011,0.999983
vicon,1776726690,317949080,5.2711,-0.0368427,0.293454,0.0045612,-0.00116444,0.00411277,0.99998
vicon,1776726690,350068361,5.27108,-0.0368482,0.293432,0.00466223,-0.00115073,0.00419265,0.99998
vicon,1776726690,383677434,5.27106,-0.0368778,0.293438,0.00441227,-0.00126816,0.00436241,0.99998
vicon,1776726690,416924932,5.27107,-0.036937,0.293456,0.0037293,-0.00101597,0.00423037,0.999984
vicon,1776726690,450092652,5.2711,-0.036871,0.293443,0.00447853,-0.00121184,0.00411235,0.999981
vicon,1776726690,482414946,5.27107,-0.0368407,0.293434,0.00447301,-0.00128607,0.00421325,0.99998
vicon,1776726690,515904560,5.27107,-0.0368645,0.293419,0.00452087,-0.00125853,0.0042749,0.99998
vicon,1776726690,549340766,5.27107,-0.0368353,0.29341,0.00464318,-0.00127205,0.0042415,0.999979
vicon,1776726690,581435759,5.27107,-0.0368258,0.293442,0.00423031,-0.00118889,0.00424163,0.999981
vicon,1776726690,614543669,5.27108,-0.0368666,0.293428,0.00470318,-0.00114834,0.00423568,0.999979
vicon,1776726690,647687293,5.27109,-0.0368445,0.293428,0.00468316,-0.00125963,0.004298,0.999979
vicon,1776726690,680410459,5.2711,-0.0368385,0.293434,0.0047437,-0.00123849,0.00434141,0.999979
vicon,1776726690,716481217,5.2711,-0.0368451,0.293439,0.00463538,-0.00111551,0.00410993,0.99998
vicon,1776726690,746941775,5.27109,-0.0368547,0.293423,0.00475219,-0.00127189,0.00432005,0.999979
vicon,1776726690,779865810,5.27109,-0.0368445,0.293428,0.0045926,-0.00131709,0.00420938,0.99998
vicon,1776726690,812023204,5.27108,-0.03686,0.293416,0.0046448,-0.00126843,0.0043037,0.999979
vicon,1776726690,844966343,5.27108,-0.0368574,0.293439,0.00440027,-0.00121453,0.00424289,0.999981
vicon,1776726690,878037165,5.2711,-0.0368561,0.293447,0.00448132,-0.00116861,0.00419891,0.99998
vicon,1776726690,911284694,5.27108,-0.0368453,0.293434,0.00451199,-0.00120135,0.00426241,0.99998
vicon,1776726690,944984809,5.27111,-0.0368645,0.293419,0.00462139,-0.00126764,0.00420746,0.99998
vicon,1776726690,977379041,5.27112,-0.0368462,0.293435,0.00448953,-0.00127425,0.00420808,0.99998
vicon,1776726691,10501512,5.2711,-0.0368336,0.293427,0.00472379,-0.0012477,0.00427387,0.999979
vicon,1776726691,43104675,5.27108,-0.0368627,0.293439,0.00450586,-0.00125804,0.00430158,0.99998
vicon,1776726691,76927193,5.27108,-0.0368597,0.29344,0.00463075,-0.0012293,0.00436868,0.999979
vicon,1776726691,111099158,5.27108,-0.0368496,0.293445,0.00459638,-0.00129904,0.00430107,0.999979
vicon,1776726691,142494008,5.2711,-0.0368517,0.293455,0.00468074,-0.0012162,0.00422386,0.999979
vicon,1776726691,175605758,5.27108,-0.0369142,0.293449,0.00381648,-0.00104469,0.004138,0.999984
vicon,1776726691,208261339,5.2711,-0.0368485,0.293416,0.00465469,-0.00140619,0.00390394,0.999981
vicon,1776726691,241610246,5.27109,-0.0368646,0.293437,0.00449566,-0.00126498,0.00424888,0.99998
vicon,1776726691,274562121,5.27109,-0.0368719,0.293443,0.00463514,-0.00129313,0.00430609,0.999979
vicon,1776726691,307565581,5.27109,-0.0368545,0.293458,0.00454446,-0.0011763,0.00427844,0.99998
vicon,1776726691,340146760,5.27108,-0.0368748,0.293446,0.00456997,-0.0012758,0.00430362,0.999979
vicon,1776726691,373894621,5.27109,-0.0368494,0.293439,0.00468407,-0.00134581,0.00431402,0.999979
vicon,1776726691,407094149,5.27109,-0.0368451,0.293422,0.00481129,-0.00132808,0.00430989,0.999978
vicon,1776726691,439157365,5.27107,-0.036916,0.293466,0.00378139,-0.00101791,0.00412718,0.999984
vicon,1776726691,472847208,5.27111,-0.036865,0.293426,0.004645,-0.00116299,0.00424763,0.99998
vicon,1776726691,505040314,5.27111,-0.0368215,0.293423,0.00459578,-0.00141163,0.00414725,0.99998
vicon,1776726691,538005182,5.27113,-0.0368654,0.293448,0.00461358,-0.00121448,0.00415071,0.99998
vicon,1776726691,571012546,5.27109,-0.0368654,0.293436,0.00445147,-0.00128443,0.00426226,0.99998
vicon,1776726691,604523953,5.27109,-0.0368744,0.293422,0.00467645,-0.00128222,0.00418062,0.99998
vicon,1776726691,637544565,5.27109,-0.0369297,0.293452,0.00408314,-0.000998339,0.00413236,0.999983
vicon,1776726691,670475928,5.2711,-0.0368539,0.29344,0.00458307,-0.00133509,0.00430528,0.999979
vicon,1776726691,706962631,5.27108,-0.0369294,0.293442,0.00376434,-0.00108163,0.00425736,0.999983
vicon,1776726691,736199066,5.27109,-0.0368693,0.293419,0.00441324,-0.0012253,0.00431885,0.99998
vicon,1776726691,769185438,5.2711,-0.0368439,0.293436,0.00464702,-0.0011602,0.00417823,0.99998
vicon,1776726691,802014974,5.27109,-0.0368497,0.293423,0.00465619,-0.0013839,0.0042819,0.999979
vicon,1776726691,835205959,5.27108,-0.0368447,0.293426,0.00426484,-0.00125387,0.00425948,0.999981
vicon,1776726691,868300397,5.27109,-0.0368561,0.293433,0.00463744,-0.0012108,0.00420247,0.99998
vicon,1776726691,901143629,5.27105,-0.036916,0.293444,0.00379915,-0.000979735,0.00423203,0.999983
vicon,1776726691,934138865,5.27107,-0.0369409,0.293444,0.0038216,-0.000988618,0.0041182,0.999984
vicon,1776726691,967007026,5.27109,-0.0368622,0.293422,0.00461978,-0.00113327,0.00412369,0.99998
vicon,1776726692,755399,5.27109,-0.0368535,0.293417,0.00478856,-0.00120128,0.00425994,0.999979
vicon,1776726692,34768192,5.27109,-0.0368728,0.293424,0.00482478,-0.00117729,0.00428345,0.999978
vicon,1776726692,66963539,5.27107,-0.0369442,0.293464,0.00374326,-0.00101725,0.00416031,0.999984
vicon,1776726692,99214406,5.27109,-0.0368769,0.293443,0.00457815,-0.00129991,0.00425367,0.99998
vicon,1776726692,132101128,5.2711,-0.0368722,0.293437,0.00474807,-0.00136346,0.00432798,0.999978
vicon,1776726692,164991081,5.27111,-0.0368625,0.293444,0.00471323,-0.00121005,0.00411435,0.99998
vicon,1776726692,197902763,5.27113,-0.0368485,0.293447,0.00475473,-0.00126059,0.00418782,0.999979
vicon,1776726692,235379311,5.27111,-0.0368481,0.293437,0.00458816,-0.00131218,0.0043038,0.999979
vicon,1776726692,264021174,5.27109,-0.0368554,0.293445,0.00459695,-0.00122249,0.00433732,0.999979
vicon,1776726692,297025817,5.27108,-0.0368485,0.293455,0.00450993,-0.00120609,0.00414334,0.999981
vicon,1776726692,330085663,5.27108,-0.0369295,0.293481,0.00374845,-0.000985845,0.00423245,0.999984
vicon,1776726692,363253606,5.27107,-0.036922,0.293478,0.00387325,-0.000843132,0.00421757,0.999983
vicon,1776726692,396392205,5.27109,-0.0369375,0.293495,0.00391581,-0.000842273,0.0041259,0.999983
vicon,1776726692,429094474,5.2711,-0.0368503,0.293453,0.00473406,-0.001157,0.00413759,0.99998
vicon,1776726692,462581785,5.27109,-0.0368437,0.293436,0.0046528,-0.00124083,0.00434062,0.999979
vicon,1776726692,496052711,5.27109,-0.0368636,0.293442,0.004669,-0.00118115,0.00431015,0.999979
vicon,1776726692,528505727,5.27106,-0.0369181,0.293448,0.00382823,-0.00106024,0.00425192,0.999983
vicon,1776726692,561350975,5.27109,-0.0368599,0.293415,0.00460413,-0.00130659,0.00420041,0.99998
vicon,1776726692,595314328,5.2711,-0.0368467,0.293442,0.0045677,-0.00123422,0.00426418,0.99998
vicon,1776726692,627123362,5.27106,-0.0369228,0.293443,0.00378793,-0.00099478,0.0042444,0.999983
vicon,1776726692,660135846,5.27107,-0.0368665,0.293445,0.00463545,-0.00105573,0.00431916,0.999979
vicon,1776726692,694418821,5.27101,-0.0368432,0.29345,0.00470744,-0.00108647,0.00440471,0.999979
vicon,1776726692,726109677,5.27102,-0.0368133,0.293465,0.00483898,-0.00109732,0.00439261,0.999978
vicon,1776726692,759199379,5.27103,-0.0368442,0.293455,0.00477661,-0.00105815,0.00440574,0.999978
vicon,1776726692,792262456,5.27102,-0.0368208,0.293454,0.00480447,-0.000942815,0.00431841,0.999979
vicon,1776726692,825949035,5.27103,-0.0368392,0.293463,0.00477156,-0.000961354,0.00433975,0.999979
vicon,1776726692,858524677,5.271,-0.0368329,0.293459,0.00466839,-0.000966646,0.00436362,0.999979
vicon,1776726692,891132673,5.27097,-0.0369064,0.293467,0.0040013,-0.000697028,0.00453072,0.999981
vicon,1776726692,924109796,5.27098,-0.0368907,0.293488,0.00409181,-0.00059378,0.00433111,0.999982
vicon,1776726692,957880121,5.27098,-0.0367922,0.293455,0.00489707,-0.000958231,0.00438872,0.999978
vicon,1776726692,993286224,5.27096,-0.0368959,0.293464,0.00401307,-0.000732023,0.00446041,0.999982
vicon,1776726693,23703836,5.27094,-0.0367987,0.29347,0.00492306,-0.000837191,0.00451067,0.999977
vicon,1776726693,56157812,5.27097,-0.0368194,0.293471,0.00476573,-0.000914872,0.00446073,0.999978
vicon,1776726693,89342204,5.27101,-0.0368456,0.293461,0.00466403,-0.000961112,0.00425065,0.99998
vicon,1776726693,122570884,5.27097,-0.0368966,0.293476,0.00390711,-0.000765897,0.00434179,0.999983
vicon,1776726693,155103678,5.27097,-0.0368901,0.293475,0.00412478,-0.000804412,0.00433401,0.999982
vicon,1776726693,188408936,5.27098,-0.0368309,0.293464,0.00463811,-0.00101507,0.00441941,0.999979
vicon,1776726693,221014755,5.27102,-0.0368122,0.293459,0.00476576,-0.00108074,0.00430552,0.999979
vicon,1776726693,254295565,5.27101,-0.0368438,0.293462,0.00474098,-0.00104102,0.00443706,0.999978
vicon,1776726693,287005162,5.27103,-0.0368385,0.293451,0.00451477,-0.00106602,0.00428677,0.99998
vicon,1776726693,320290676,5.27105,-0.0368402,0.293444,0.00493064,-0.00108628,0.00430727,0.999978
vicon,1776726693,353163093,5.271,-0.0368946,0.293488,0.00427252,-0.000866217,0.00426698,0.999981
vicon,1776726693,385984757,5.27101,-0.0368232,0.29346,0.00487535,-0.000962154,0.00443545,0.999978
vicon,1776726693,419013881,5.27102,-0.0368572,0.293461,0.00484097,-0.00099513,0.00459866,0.999977
vicon,1776726693,452100958,5.27105,-0.0368414,0.293447,0.00473121,-0.00106404,0.00435879,0.999979
vicon,1776726693,485541068,5.27106,-0.0368554,0.293442,0.00473975,-0.00114285,0.0043677,0.999979
vicon,1776726693,518513103,5.27104,-0.0368402,0.293436,0.00475031,-0.00117986,0.00429725,0.999979
vicon,1776726693,551109802,5.27105,-0.0368504,0.293452,0.00496202,-0.00102947,0.00430881,0.999978
vicon,1776726693,584015179,5.27102,-0.0369148,0.293473,0.00394692,-0.000876897,0.00424882,0.999983
vicon,1776726693,616990126,5.27105,-0.0368549,0.293443,0.00473344,-0.00112246,0.00437202,0.999979
vicon,1776726693,650158997,5.27106,-0.0368541,0.293447,0.00462259,-0.00120471,0.00424614,0.99998
vicon,1776726693,683591778,5.27105,-0.0368785,0.29344,0.00458347,-0.00117049,0.00427868,0.99998
vicon,1776726693,716098939,5.27106,-0.0368795,0.293433,0.00463759,-0.00119286,0.00429243,0.999979
vicon,1776726693,749098623,5.27106,-0.0369395,0.293446,0.00383681,-0.00104176,0.00417989,0.999983
vicon,1776726693,782702128,5.2711,-0.0368839,0.293434,0.00456721,-0.00124201,0.00430727,0.99998
vicon,1776726693,815267370,5.2711,-0.0368725,0.293442,0.00449539,-0.00117766,0.004261,0.99998
vicon,1776726693,848179596,5.27108,-0.0368485,0.293447,0.00438084,-0.00114096,0.00419758,0.999981
vicon,1776726693,881034860,5.27106,-0.036852,0.293446,0.00461861,-0.00116648,0.004269,0.99998
vicon,1776726693,914052848,5.27106,-0.0369424,0.293461,0.00372877,-0.0010154,0.00419237,0.999984
vicon,1776726693,947224407,5.27111,-0.0368708,0.293417,0.00456733,-0.00127229,0.00424741,0.99998
vicon,1776726693,980513249,5.2711,-0.0368761,0.29341,0.00452941,-0.00117016,0.00431986,0.99998
vicon,1776726694,13345921,5.27105,-0.0368708,0.293437,0.00441476,-0.0011394,0.00437616,0.99998
vicon,1776726694,46109600,5.271,-0.0368513,0.293445,0.00476901,-0.000998205,0.00458334,0.999978
vicon,1776726694,79285543,5.27104,-0.03685,0.293449,0.00457673,-0.00119242,0.00429599,0.99998
vicon,1776726694,112804341,5.27107,-0.0368456,0.293451,0.0045722,-0.0011645,0.00415029,0.99998
vicon,1776726694,145148363,5.27107,-0.0368718,0.293437,0.00458275,-0.00125469,0.00431228,0.999979
vicon,1776726694,178300561,5.27101,-0.0369128,0.293461,0.00379892,-0.000890235,0.00415215,0.999984
vicon,1776726694,211156082,5.27102,-0.036828,0.293463,0.00486379,-0.000940421,0.00444674,0.999978
vicon,1776726694,244086164,5.27104,-0.0368141,0.293473,0.00493916,-0.000859467,0.00434919,0.999978
vicon,1776726694,277016662,5.27107,-0.0368506,0.293454,0.00444483,-0.00108535,0.00438489,0.99998
vicon,1776726694,310010489,5.27111,-0.0368424,0.293454,0.00450659,-0.001235,0.00429412,0.99998
vicon,1776726694,343706347,5.27108,-0.0368399,0.293443,0.00453397,-0.00126781,0.00433418,0.99998
vicon,1776726694,376235204,5.27104,-0.0368595,0.293449,0.00486183,-0.00100733,0.0041567,0.999979
vicon,1776726694,409973624,5.27102,-0.0368362,0.293445,0.00481866,-0.00111107,0.00445391,0.999978
vicon,1776726694,442488561,5.27106,-0.0368334,0.293436,0.00475723,-0.00109231,0.00440936,0.999978
vicon,1776726694,475616567,5.27104,-0.0368301,0.293446,0.00455201,-0.00110657,0.0042415,0.99998
vicon,1776726694,508063406,5.27103,-0.0368316,0.293475,0.00458854,-0.000928139,0.00418953,0.99998
vicon,1776726694,540965680,5.27102,-0.0368278,0.293438,0.00460671,-0.000953467,0.00431122,0.99998
vicon,1776726694,573990644,5.27101,-0.0368535,0.293452,0.00459043,-0.000973877,0.0043542,0.99998
vicon,1776726694,607186651,5.271,-0.0368362,0.293453,0.0046134,-0.00114026,0.00434078,0.999979
vicon,1776726694,641858435,5.27103,-0.0368205,0.293443,0.00445601,-0.00114503,0.00424269,0.99998
vicon,1776726694,675275247,5.27108,-0.0368652,0.293445,0.00451851,-0.00116209,0.00406458,0.999981
vicon,1776726694,706322792,5.27101,-0.0368988,0.293485,0.00378344,-0.000859258,0.00436457,0.999983
vicon,1776726694,739606162,5.27102,-0.0368236,0.293439,0.0046821,-0.00108509,0.00431439,0.999979
vicon,1776726694,772532692,5.27097,-0.0369136,0.293481,0.00393706,-0.000621377,0.00459241,0.999982
vicon,1776726694,805245265,5.27104,-0.0368408,0.293446,0.00459394,-0.00104759,0.00431367,0.99998
vicon,1776726694,838213556,5.27106,-0.036834,0.293454,0.00447688,-0.00122374,0.00426634,0.99998
vicon,1776726694,870970930,5.27105,-0.0368253,0.293447,0.00457959,-0.0012549,0.00430573,0.999979
vicon,1776726694,904190426,5.27103,-0.0368446,0.293447,0.00451215,-0.00113568,0.00429061,0.99998
vicon,1776726694,936919608,5.2709,-0.0369075,0.293503,0.004069,-0.000552036,0.00464095,0.999981
vicon,1776726694,970009661,5.27087,-0.0368609,0.29351,0.00418482,-0.000415989,0.00444047,0.999981
vicon,1776726695,3178724,5.27092,-0.0367978,0.293465,0.00476152,-0.000808049,0.0045648,0.999978
vicon,1776726695,36165639,5.27114,-0.0368136,0.293424,0.00436614,-0.00132551,0.00417856,0.999981
vicon,1776726695,68981318,5.27113,-0.0368605,0.293434,0.00450866,-0.00136035,0.00445541,0.999979
vicon,1776726695,102115116,5.27095,-0.0368922,0.293494,0.00393708,-0.000556801,0.00418911,0.999983
vicon,1776726695,135107055,5.27085,-0.036896,0.293508,0.00417454,-0.000386125,0.00454504,0.999981
vicon,1776726695,168062770,5.27089,-0.0367933,0.293509,0.00482745,-0.000574548,0.00462114,0.999978
vicon,1776726695,202590261,5.27106,-0.0367523,0.293444,0.00441458,-0.001115,0.0036939,0.999983
vicon,1776726695,234488769,5.27113,-0.0368251,0.293433,0.00448124,-0.00142359,0.00439018,0.999979
vicon,1776726695,272183785,5.27101,-0.0369296,0.293466,0.00384239,-0.000941498,0.0043104,0.999983
vicon,1776726695,299954012,5.27089,-0.0369095,0.293499,0.0039833,-0.000651175,0.00433632,0.999982
vicon,1776726695,333058113,5.27091,-0.0369189,0.29349,0.00389547,-0.000729231,0.00435629,0.999983
vicon,1776726695,365999427,5.27101,-0.0368128,0.293473,0.0046434,-0.00103733,0.00450512,0.999979
vicon,1776726695,399018727,5.27112,-0.036806,0.293449,0.00455016,-0.00131779,0.00437127,0.999979
vicon,1776726695,432364146,5.27104,-0.0368443,0.293461,0.00448399,-0.00108559,0.00437754,0.99998
vicon,1776726695,465664091,5.27105,-0.0368847,0.293476,0.00437534,-0.00109239,0.00423894,0.999981
vicon,1776726695,498122547,5.27111,-0.0369491,0.293497,0.00378884,-0.000748428,0.00396313,0.999985
vicon,1776726695,531423740,5.27109,-0.0368888,0.29344,0.00455799,-0.00127301,0.00418991,0.99998
vicon,1776726695,564550434,5.2711,-0.0368437,0.293443,0.00448039,-0.0012722,0.00410563,0.999981
vicon,1776726695,597673928,5.27102,-0.0368181,0.293455,0.00473921,-0.00103961,0.00438774,0.999979
vicon,1776726695,630125632,5.27108,-0.0368418,0.293452,0.00450542,-0.00115164,0.0042243,0.99998
vicon,1776726695,663150275,5.27112,-0.03694,0.293464,0.00364661,-0.00100627,0.00386553,0.999985
vicon,1776726695,696110086,5.27111,-0.0369562,0.29342,0.0036769,-0.00126405,0.00387939,0.999985
vicon,1776726695,729213899,5.27111,-0.0369747,0.293424,0.00362314,-0.00115524,0.00390751,0.999985
vicon,1776726695,761930984,5.27108,-0.0369482,0.293438,0.00358198,-0.00106623,0.0039601,0.999985
vicon,1776726695,795016877,5.27102,-0.0369317,0.293457,0.00381197,-0.000902955,0.00425244,0.999983
vicon,1776726695,828214261,5.27112,-0.0368407,0.293433,0.00465318,-0.00118346,0.00399234,0.999981
vicon,1776726695,861107894,5.27114,-0.0369261,0.293478,0.00391619,-0.00114339,0.00398965,0.999984
vicon,1776726695,894096761,5.27115,-0.036906,0.293428,0.00433765,-0.00153071,0.0041073,0.999981
vicon,1776726695,926976217,5.27111,-0.0369857,0.293408,0.00346864,-0.00120031,0.00392381,0.999986
vicon,1776726695,960095551,5.27095,-0.036903,0.293483,0.0039979,-0.000737219,0.00434476,0.999982
vicon,1776726695,992980864,5.271,-0.0367744,0.29347,0.00495838,-0.0006958,0.00432169,0.999978
vicon,1776726696,26153863,5.27121,-0.0367687,0.293413,0.00425837,-0.00143127,0.00369792,0.999983
vicon,1776726696,59612979,5.27117,-0.0368474,0.293429,0.00427556,-0.00148072,0.00414883,0.999981
vicon,1776726696,92409682,5.27111,-0.0369996,0.293464,0.00350306,-0.00104449,0.00391324,0.999986
vicon,1776726696,125080206,5.27093,-0.0369615,0.293474,0.00401103,-0.000725596,0.00443536,0.999982
vicon,1776726696,158259445,5.27098,-0.0368295,0.293458,0.00463584,-0.000950096,0.00450091,0.999979
vicon,1776726696,191538334,5.27114,-0.0367887,0.29343,0.00454353,-0.00137765,0.00418276,0.99998
vicon,1776726696,224338524,5.27117,-0.0368007,0.293425,0.0043878,-0.00151119,0.00414158,0.999981
vicon,1776726696,257924140,5.27113,-0.0368816,0.293403,0.00434434,-0.00139117,0.00439724,0.99998
vicon,1776726696,290544967,5.27094,-0.0369682,0.293466,0.00385349,-0.000723435,0.00444183,0.999982
vicon,1776726696,324156215,5.27093,-0.0369549,0.293465,0.00385506,-0.000883305,0.00426825,0.999983
vicon,1776726696,356658831,5.27106,-0.0368402,0.293439,0.00457683,-0.00130487,0.00430829,0.999979
vicon,1776726696,389523311,5.27115,-0.0368258,0.293426,0.00455151,-0.00152578,0.00418426,0.99998
vicon,1776726696,422656469,5.27117,-0.0368577,0.293428,0.00431879,-0.00135956,0.00401393,0.999982
vicon,1776726696,455823260,5.27103,-0.0368853,0.293429,0.00450412,-0.00104657,0.00446133,0.999979
vicon,1776726696,488905729,5.27102,-0.036854,0.293459,0.00458761,-0.00104276,0.0042012,0.99998
vicon,1776726696,521577404,5.27107,-0.0369208,0.293464,0.00366629,-0.00118361,0.00418738,0.999984
vicon,1776726696,554657057,5.27116,-0.0368509,0.293428,0.00464964,-0.00156564,0.00416376,0.999979
vicon,1776726696,590870441,5.27115,-0.0369326,0.293425,0.00350471,-0.00121597,0.00408467,0.999985
vicon,1776726696,620563333,5.27112,-0.036947,0.293424,0.00375606,-0.00090285,0.00405633,0.999984
vicon,1776726696,653670154,5.27094,-0.0368923,0.293494,0.00403678,-0.000511621,0.00426066,0.999983
vicon,1776726696,686553099,5.27101,-0.0368286,0.29345,0.00476733,-0.0010777,0.00438663,0.999978
vicon,1776726696,719961655,5.27114,-0.0368447,0.293426,0.00453645,-0.00141476,0.00399342,0.999981
vicon,1776726696,752593842,5.27114,-0.0368949,0.293402,0.00440954,-0.00150681,0.004224,0.99998
vicon,1776726696,785493203,5.27109,-0.0369611,0.293424,0.00365702,-0.00121879,0.00409241,0.999984
vicon,1776726696,818835485,5.27099,-0.0369336,0.293472,0.00390576,-0.000787729,0.00417637,0.999983
vicon,1776726696,851486936,5.27107,-0.0368472,0.293426,0.00473686,-0.00119327,0.00442399,0.999978
vicon,1776726696,886987377,5.27119,-0.0368121,0.293436,0.00433815,-0.00144223,0.00415939,0.999981
vicon,1776726696,917059093,5.27117,-0.0368365,0.293406,0.00451825,-0.001599,0.00419139,0.99998
vicon,1776726696,951126671,5.27112,-0.0369696,0.29342,0.00364591,-0.00122065,0.00430705,0.999983
vicon,1776726696,983090588,5.27101,-0.0369568,0.293444,0.00363318,-0.000929912,0.00434348,0.999984
vicon,1776726697,16418374,5.27103,-0.0368731,0.29345,0.00467076,-0.00114108,0.00456958,0.999978
vicon,1776726697,49629069,5.27116,-0.0368183,0.293438,0.00446137,-0.00155848,0.00424477,0.99998
vicon,1776726697,82142181,5.27116,-0.0368429,0.293418,0.00451375,-0.00141664,0.00411317,0.99998
vicon,1776726697,115469935,5.2711,-0.0369434,0.293409,0.00366875,-0.00143004,0.00411024,0.999984
vicon,1776726697,148069833,5.27102,-0.0369505,0.293457,0.003818,-0.00107542,0.00408135,0.999984
vicon,1776726697,181166062,5.27101,-0.0369282,0.293468,0.00376761,-0.00107045,0.00418237,0.999984
vicon,1776726697,214400246,5.27115,-0.036839,0.293441,0.00423543,-0.00149656,0.00421788,0.999981
vicon,1776726697,247746048,5.27116,-0.0368303,0.293442,0.0044019,-0.00138333,0.00416501,0.999981
vicon,1776726697,280026548,5.27112,-0.0369136,0.293424,0.00357222,-0.00140867,0.00409079,0.999984
vicon,1776726697,313169370,5.27112,-0.0369445,0.293405,0.003748,-0.00145879,0.00410652,0.999983
vicon,1776726697,346249566,5.27108,-0.0369564,0.29345,0.00357338,-0.00137131,0.00396305,0.999985
vicon,1776726697,378971899,5.2711,-0.036926,0.293447,0.00389207,-0.0011795,0.00400721,0.999984
vicon,1776726697,412112641,5.27113,-0.0368122,0.293433,0.00455917,-0.00147861,0.00432327,0.999979
vicon,1776726697,445485035,5.27117,-0.0368519,0.293419,0.00434196,-0.0015214,0.00433406,0.99998
vicon,1776726697,478010404,5.27119,-0.0368768,0.29341,0.00437792,-0.00134592,0.00405733,0.999981
vicon,1776726697,511269164,5.27114,-0.0368824,0.293445,0.00435054,-0.00148602,0.00406914,0.999981
vicon,1776726697,544618871,5.27111,-0.0369857,0.293463,0.00369126,-0.00116244,0.00429051,0.999983
vicon,1776726697,577432309,5.27111,-0.0369377,0.293454,0.00353312,-0.00110255,0.00379342,0.999986
vicon,1776726697,610051056,5.27117,-0.0368604,0.293423,0.00436429,-0.00142881,0.0038739,0.999982
vicon,1776726697,643609471,5.27117,-0.0368989,0.293414,0.00444641,-0.00124608,0.00419252,0.999981
vicon,1776726697,676796774,5.27115,-0.0369101,0.293435,0.00436748,-0.00121247,0.00414023,0.999981
vicon,1776726697,709053368,5.27113,-0.0369003,0.293437,0.00469428,-0.00135317,0.00428097,0.999979
vicon,1776726697,742584935,5.27114,-0.0369014,0.29343,0.00436009,-0.0015133,0.00408258,0.999981
vicon,1776726697,775351876,5.27112,-0.0369578,0.293455,0.0036628,-0.00121121,0.00407249,0.999984
vicon,1776726697,811602349,5.27115,-0.0368512,0.293439,0.00455641,-0.00142634,0.00408648,0.99998
